sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,40.07634,76.87023,116.38168,0.18896,-0.19067,0.58667
MPU2,-23.57252,55.83206,111.12977,0.25317,0.11548,0.91895
MPU1,-23.00763,37.06870,76.27481,0.61523,-0.39136,0.68237
MPU2,-13.35878,86.30534,103.93893,0.39404,-0.07056,0.63403
MPU1,-19.86259,-7.02290,122.24428,-0.02124,-0.18408,0.73804
MPU2,-53.89313,20.82443,64.67175,0.33081,0.14624,1.18091
MPU1,13.87786,117.26717,76.73283,0.87305,-0.62695,0.98022
MPU2,-4.76336,114.90076,92.24428,0.44165,-0.10596,0.97925
MPU1,-36.91603,27.51145,72.93130,0.43237,-0.43848,1.11865
MPU2,-22.18321,74.33588,50.90076,0.34204,-0.03174,1.08765
MPU1,7.12977,59.43512,70.06107,0.18872,-0.43677,0.92603
MPU2,-36.58015,58.94656,60.59542,0.37769,-0.19092,1.25635
MPU1,-29.05343,45.89313,52.65649,0.68311,-0.70386,1.04858
MPU2,-41.60305,40.96183,45.81680,0.38892,-0.33594,1.22168
MPU1,-25.32825,8.29008,53.93893,0.32349,-0.83618,1.18774
MPU2,-15.90840,-3.87786,14.82443,0.46753,-0.42456,1.38867
MPU1,1.64885,-16.13741,-10.35114,0.75781,-0.99902,1.31323
MPU2,14.71756,-28.19847,-25.89313,0.51416,-0.45459,1.33398
MPU1,26.82443,-20.01527,-50.36641,0.64722,-0.96143,1.16675
MPU2,37.57252,-60.38168,-58.76336,0.37305,-0.42017,1.22021
MPU1,46.06107,-44.32061,-86.54962,0.46240,-0.84937,1.13428
MPU2,43.75573,-64.45802,-79.23664,0.40771,-0.32300,1.23584
MPU1,43.54198,-19.43511,-93.95420,0.51025,-0.69995,0.98218
MPU2,46.85496,-85.83206,-99.67939,0.32202,-0.20898,1.08521
MPU1,45.78626,-92.16794,-104.88550,0.23071,-0.51025,1.03271
MPU2,40.88550,-77.35878,-102.91603,0.47925,-0.06152,1.02686
MPU1,36.45802,-65.14503,-102.71756,0.34033,-0.39307,0.91699
MPU2,23.45038,-98.61069,-89.20611,0.38599,-0.06348,0.98413
MPU1,-7.75573,-82.83969,-31.69466,0.16187,-0.14453,0.79199
MPU2,1.95420,-59.98473,-76.71756,0.08325,0.24268,0.94336
MPU1,16.73282,-43.66412,-86.83969,0.49805,-0.46704,0.98267
MPU2,-0.67176,-60.76336,-99.96947,0.33447,0.07349,0.92432
MPU1,-8.27481,-40.29008,-94.58015,0.29590,-0.17310,0.72070
MPU2,-15.17557,-74.07633,-107.81680,0.32739,0.10352,0.80469
MPU1,-16.19847,6.73282,-92.59542,0.54077,-0.24487,0.64380
MPU2,-19.69466,-30.87023,-103.58778,0.39453,0.11230,0.60742
MPU1,-8.59542,-9.98473,-86.24428,0.43726,-0.07300,0.56958
MPU2,-38.15267,-25.26718,-102.33588,0.35156,0.14282,0.72632
MPU1,-44.19847,36.07634,-88.58015,0.48828,-0.05933,0.54199
