sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-24.16794,42.00000,-6.53435,0.50977,-0.53833,0.58325
MPU2,-24.27481,30.27481,-27.05343,0.46826,-0.12402,0.79956
MPU1,-3.11450,64.93130,5.70992,0.48901,-0.55542,0.66040
MPU2,-21.55725,71.25191,-22.00000,0.45898,-0.09766,0.83887
MPU1,-2.87023,81.06870,12.53435,0.40552,-0.44604,0.59595
MPU2,-25.32825,50.70229,-28.12214,0.30542,-0.07104,0.83643
MPU1,-13.83206,48.06107,-8.42748,0.32129,-0.55444,0.76440
MPU2,-21.19084,48.99237,-33.34351,0.31079,-0.08789,0.89551
MPU1,-0.39695,76.44275,2.22901,0.30884,-0.49292,0.70825
MPU2,-24.27481,60.77863,-31.38931,0.23340,-0.10547,0.92505
MPU1,-26.04580,5.80153,-59.02290,0.18774,-0.59595,0.85913
MPU2,-23.41985,-8.90076,-44.38168,0.13599,-0.08862,0.95874
MPU1,-15.51145,65.06870,-9.83206,0.21460,-0.50366,0.73779
MPU2,-32.35115,73.90839,-35.45038,0.27515,-0.11157,1.01025
MPU1,-19.80153,78.83969,-9.80153,0.21094,-0.52466,0.78516
MPU2,-34.50382,34.76336,-44.91603,0.02197,-0.11450,0.98633
MPU1,-31.58779,65.34351,-15.78626,0.06958,-0.54541,0.86328
MPU2,-40.68702,52.50382,-46.24427,0.09277,-0.13574,1.09277
MPU1,-24.29008,82.04580,-6.09160,0.07593,-0.62036,0.94849
MPU2,-36.62595,54.18320,-41.89313,-0.02344,-0.15942,1.09961
MPU1,-30.88550,47.81680,-18.47328,-0.10669,-0.61816,0.99683
MPU2,-32.71756,33.64885,-34.97710,-0.12085,-0.18262,1.20361
MPU1,-12.85496,50.77863,-0.54962,-0.12720,-0.70557,1.17188
MPU2,-18.68702,25.34351,-20.87023,-0.18652,-0.20361,1.27148
MPU1,-5.26718,20.87023,-4.62595,-0.19238,-0.71460,1.24927
MPU2,-2.62595,11.38931,-5.14504,-0.13745,-0.18555,1.30786
MPU1,7.23664,-0.32061,3.46565,-0.11597,-0.70947,1.22412
MPU2,11.05344,0.73282,9.98473,-0.10083,-0.17041,1.26831
MPU1,17.46565,-14.87023,8.06107,-0.10425,-0.68213,1.13940
MPU2,20.33588,-13.23664,21.03817,-0.11621,-0.20020,1.23950
MPU1,26.77863,-23.70992,16.97710,-0.09692,-0.69922,1.10986
MPU2,31.60305,-9.74046,34.62595,-0.10815,-0.19434,1.19946
MPU1,32.74809,-37.96947,17.28244,-0.08643,-0.63989,1.02441
MPU2,34.77863,-26.16794,38.04580,-0.11353,-0.16309,1.16235
MPU1,28.65649,-48.01527,16.61069,-0.03638,-0.62573,0.99707
