sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU1,-32.16794,-321.80151,-225.75572,-1.23730,0.22168,0.05981
MPU2,13.26718,-474.19849,-135.52672,-1.16455,0.24438,-0.68042
MPU1,-19.32825,-486.41220,-307.61832,-1.36938,0.07349,0.30493
MPU2,36.03053,-500.27481,-145.75572,-0.53906,0.19482,-0.08984
MPU1,-54.76336,-410.61069,-223.58778,-0.79688,0.09692,0.26636
MPU2,-22.27481,-464.22900,-89.46565,-0.47925,0.08862,0.61475
MPU1,-19.02290,-452.70230,-294.09161,-0.46387,-0.40869,1.07324
MPU2,7.72519,-487.31299,-117.03817,0.00659,0.01562,0.57520
MPU1,-52.83969,-339.93893,-118.83969,-0.29468,-0.05127,0.48462
MPU2,-30.54962,-156.12213,8.00000,0.44409,-0.08325,1.23120
MPU1,-17.11450,-47.55725,2.42748,0.51953,-0.47900,0.77344
MPU2,-4.04580,-37.69466,31.05343,0.14697,-0.13257,1.03247
MPU1,-7.93893,-91.61832,-3.57252,0.22168,-0.54272,0.93799
MPU2,5.48092,-51.11450,11.40458,0.22827,-0.08667,0.91968
MPU1,2.94656,-12.97710,3.90840,0.53394,-0.48389,0.76343
MPU2,-4.03053,5.86260,5.70992,0.27881,-0.10645,0.96777
MPU1,3.17557,1.64885,-4.65649,0.40015,-0.53613,0.85840
MPU2,6.06107,13.34351,-10.06107,0.20825,-0.08252,0.96582
MPU1,23.80153,34.44275,-2.00000,0.40430,-0.49390,0.81592
MPU2,7.89313,53.40458,-8.80916,0.22412,-0.06055,0.94580
MPU1,35.89313,112.61069,36.80916,0.39062,-0.43848,0.71777
MPU2,37.75573,230.54962,2.97710,0.31274,-0.10229,0.98486
MPU1,58.85496,309.61832,146.85497,0.14258,-0.34766,0.66040
MPU2,20.00000,438.53436,55.81680,0.23486,-0.04395,0.93286
MPU1,79.48092,454.25955,248.90076,-0.19678,-0.15234,0.55127
MPU2,-9.63359,500.25955,81.95420,-0.25439,0.08594,0.52490
MPU1,28.87023,422.59543,241.69466,-0.97632,0.03027,0.55005
MPU2,-63.58779,457.37405,84.56489,-0.67310,0.14380,0.19482
MPU1,6.21374,309.80151,217.80153,-1.28687,0.04932,0.59082
MPU2,-52.68702,331.02289,73.34351,-1.15552,0.32202,-0.22729
MPU1,6.99237,287.05344,213.03816,-1.19678,0.08008,0.31372
MPU2,-68.01527,323.45038,114.62595,-0.77905,0.28125,-0.41455
MPU1,60.91603,256.79388,197.35878,-0.79492,0.35400,-0.10107
MPU2,8.65649,294.79388,96.18320,-0.77271,0.33032,-0.57593
MPU1,49.64885,288.32062,233.93893,-1.03320,0.60693,-0.37158
MPU2,-8.03053,286.76337,128.87022,-0.77051,0.36133,-0.82300
MPU1,36.45802,114.12214,135.66412,-0.89478,0.56763,-0.25928
MPU2,-18.53435,103.03817,93.90839,-0.58911,0.41162,-0.85010
MPU1,6.25954,66.30534,95.80153,-0.47412,0.69873,-0.67822
